age,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
35,9, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,20, United-States
37,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,75, United-States
42,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
37,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
37,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States
28,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, ?
22,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
24,7, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany
45,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
29,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States
23,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States
24,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
25,12, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States
58,9, Divorced, Sales, Other-relative, White, Female,0,0,32, United-States
28,11, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States
58,9, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States
18,7, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States
59,4, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Puerto-Rico
39,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
53,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
54,15, Never-married, Prof-specialty, Other-relative, White, Female,0,0,65, United-States
51,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
59,14, Married-civ-spouse, Sales, Husband, White, Male,7298,0,55, United-States
42,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States
36,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
37,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States
32,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
38,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States
19,9, Separated, Adm-clerical, Own-child, White, Female,0,0,30, United-States
55,13, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States
30,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
27,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
65,9, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States
44,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,5, United-States
23,3, Never-married, ?, Not-in-family, White, Male,0,0,50, United-States
32,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States
60,9, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,20, United-States
28,9, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia
44,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico
29,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,16, United-States
57,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
41,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States
34,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States
44,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,42, United-States
44,13, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
57,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,22, United-States
37,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States
35,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, United-States
51,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, ?
27,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States
41,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,3103,0,40, United-States
28,13, Never-married, ?, Not-in-family, White, Male,0,0,8, United-States
37,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
18,10, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States
24,4, Never-married, Tech-support, Unmarried, White, Female,0,0,20, United-States
53,8, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
40,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,1980,48, United-States
54,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States
22,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
44,6, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States
43,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, Iran
58,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States
59,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States
31,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
35,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
17,6, Never-married, Sales, Own-child, White, Female,0,0,20, United-States
45,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,32, United-States
40,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
35,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States
25,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States
58,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
39,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States
69,2, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,0,34, Philippines
23,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States
32,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
48,12, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States
41,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Germany
74,5, Widowed, Craft-repair, Not-in-family, White, Male,0,0,10, ?
43,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
18,10, Never-married, Other-service, Own-child, White, Male,0,1721,20, United-States
24,13, Never-married, Armed-Forces, Not-in-family, White, Male,0,0,40, United-States
58,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,32, United-States
54,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
60,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
28,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
41,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
62,10, Married-civ-spouse, ?, Husband, Black, Male,0,0,35, United-States
27,10, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Jamaica
30,10, Divorced, Other-service, Own-child, White, Female,0,0,20, United-States
63,13, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,35, Outlying-US(Guam-USVI-etc)
33,9, Never-married, Sales, Not-in-family, White, Male,3325,0,50, United-States
34,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States
20,5, Never-married, ?, Own-child, White, Male,0,0,40, United-States
51,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
21,6, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States
50,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
43,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
27,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2885,0,40, United-States
19,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
20,9, Never-married, ?, Not-in-family, Other, Male,0,0,43, United-States
17,8, Never-married, Other-service, Own-child, White, Female,0,0,6, United-States
47,12, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States
25,13, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States
71,14, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States
21,9, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States
69,7, Married-civ-spouse, ?, Husband, White, Male,0,0,48, United-States
48,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
57,4, Widowed, Sales, Other-relative, White, Female,0,1602,3, United-States
58,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2415,40, United-States
34,9, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Female,0,0,20, Columbia
33,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,66, ?
56,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, ?
40,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
28,9, Never-married, Other-service, Not-in-family, White, Male,0,0,32, United-States
42,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador
19,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States
41,11, Divorced, Tech-support, Not-in-family, White, Female,3325,0,40, United-States
28,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States
40,6, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States
23,10, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States
46,9, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States
39,14, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States
39,13, Never-married, Sales, Not-in-family, White, Male,0,1876,50, United-States
45,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States
21,10, Never-married, ?, Own-child, White, Female,0,0,35, United-States
50,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States
33,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
34,7, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
55,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,32, United-States
62,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
31,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
35,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
30,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
57,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
50,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1887,55, United-States
51,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
47,9, Married-civ-spouse, Sales, Husband, White, Male,4386,0,45, United-States
37,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States
58,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico
39,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States
34,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, England
45,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, United-States
19,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States
42,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States
40,11, Divorced, Tech-support, Not-in-family, White, Male,3325,0,40, United-States
39,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States
36,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
56,9, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,35, United-States
19,10, Never-married, ?, Other-relative, White, Female,0,0,15, United-States
37,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States
60,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
56,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
51,4, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3908,0,47, United-States
34,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States
23,10, Never-married, ?, Own-child, White, Female,0,0,10, United-States
19,9, Never-married, Farming-fishing, Own-child, Black, Male,0,0,30, United-States
37,9, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States
58,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
33,7, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States
39,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
36,9, Never-married, Adm-clerical, Not-in-family, White, Female,4865,0,40, United-States
26,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines
22,11, Never-married, Tech-support, Own-child, White, Female,0,0,36, United-States
32,14, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
17,7, Never-married, Sales, Unmarried, White, Male,0,0,15, United-States
57,10, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States
68,4, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States
70,9, Married-civ-spouse, Sales, Husband, White, Male,3432,0,40, United-States
30,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
19,10, Never-married, Adm-clerical, Other-relative, White, Female,0,0,15, Japan
51,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
19,10, Never-married, Adm-clerical, Other-relative, White, Male,0,0,30, Nicaragua
47,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
41,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,55, United-States
36,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States
30,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
26,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States
41,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States
25,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States
62,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
23,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
26,13, Never-married, ?, Unmarried, White, Female,0,0,10, United-States
25,9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,6849,0,40, United-States
30,13, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States
48,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
20,9, Never-married, Other-service, Other-relative, Other, Male,0,0,40, Mexico
51,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,15, United-States
19,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States
31,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
36,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States
21,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States
40,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States
30,7, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States
28,10, Never-married, Craft-repair, Not-in-family, White, Male,0,1590,40, United-States
57,5, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
18,7, Never-married, Sales, Own-child, White, Male,0,0,15, United-States
54,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
32,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States
52,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
27,9, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States
45,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, ?
18,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States
37,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States
52,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States
59,5, Never-married, Other-service, Not-in-family, Black, Male,0,0,50, United-States
27,11, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
43,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
56,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
44,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, United-States
37,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States
28,11, Divorced, Exec-managerial, Not-in-family, White, Male,10520,0,50, United-States
48,9, Separated, Other-service, Other-relative, White, Female,0,0,25, United-States
58,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
29,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
37,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
35,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
36,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, United-States
52,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States
30,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
22,5, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
55,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
61,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,38, United-States
33,9, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,30, United-States
46,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
64,7, Widowed, Tech-support, Unmarried, White, Female,0,0,16, United-States
28,6, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,0,40, Mexico
19,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States
36,9, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, Columbia
43,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
39,16, Divorced, Adm-clerical, Other-relative, Other, Male,0,0,40, ?
56,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States
24,10, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States
40,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
45,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
56,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
46,9, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, ?
35,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States
36,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
50,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
61,4, Widowed, Other-service, Not-in-family, Black, Female,0,0,21, United-States
31,11, Never-married, Transport-moving, Own-child, White, Male,0,1980,60, United-States
63,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
41,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
48,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
45,9, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States
24,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
34,10, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Germany
27,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States
26,11, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States
27,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
55,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
38,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
31,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
51,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
56,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
39,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
50,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
34,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2051,40, United-States
44,9, Divorced, Sales, Not-in-family, White, Male,3674,0,50, United-States
21,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States
37,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States
34,6, Divorced, ?, Not-in-family, White, Male,0,0,40, Columbia
18,8, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States
34,9, Married-civ-spouse, ?, Husband, White, Male,2885,0,80, United-States
38,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States
19,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, United-States
46,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
19,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States
22,10, Never-married, Sales, Own-child, White, Female,0,0,20, Mexico
38,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
33,14, Divorced, Exec-managerial, Own-child, White, Female,14084,0,50, United-States
83,9, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,8, United-States
34,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
38,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
33,10, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
27,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,1887,40, United-States
38,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
25,10, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States
38,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
52,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States
33,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States
17,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States
28,13, Never-married, Exec-managerial, Not-in-family, White, Female,6849,0,60, United-States
52,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
34,9, Separated, Handlers-cleaners, Not-in-family, White, Male,2463,0,40, United-States
25,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States
17,5, Never-married, Other-service, Own-child, Black, Male,0,0,26, United-States
22,9, Never-married, Other-service, Own-child, Black, Male,0,0,80, United-States
22,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States
46,10, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States
58,9, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States
39,10, Divorced, Sales, Other-relative, White, Female,0,0,35, United-States
59,10, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Poland
61,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
32,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
50,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines
51,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
43,13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,45, ?
20,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
38,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States
44,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
28,11, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States
50,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States
53,16, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States
42,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
47,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, India
39,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
38,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States
34,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States
40,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States
63,10, Widowed, Sales, Not-in-family, White, Female,0,0,20, United-States
53,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States
43,11, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States
28,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,1669,60, United-States
68,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,10, United-States
22,4, Never-married, ?, Unmarried, White, Female,0,0,40, Mexico
46,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States
57,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States
38,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States
66,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
29,12, Never-married, Sales, Own-child, White, Female,0,0,40, United-States
54,13, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States
38,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
35,7, Separated, Priv-house-serv, Unmarried, White, Female,0,0,8, Mexico
30,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,37, United-States
39,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
31,14, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States
50,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States
30,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
25,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States
24,13, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, France
59,9, Separated, Protective-serv, Other-relative, Black, Female,0,2339,40, United-States
45,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,15, United-States
64,3, Separated, Other-service, Other-relative, White, Female,0,0,20, Cuba
61,8, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States
42,11, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States
28,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico
53,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
33,7, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,7, United-States
34,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States
41,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States
67,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,9386,0,24, Cuba
46,12, Widowed, Prof-specialty, Unmarried, White, Female,0,0,27, United-States
32,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States
41,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
30,13, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States
54,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States
33,9, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States
20,9, Never-married, ?, Own-child, White, Male,0,0,32, United-States
34,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
20,10, Never-married, Sales, Own-child, White, Male,0,0,30, ?
17,9, Never-married, ?, Own-child, Black, Male,0,0,40, United-States
45,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States
21,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States
25,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
38,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,41, United-States
